input	canonical	year	precision	qualifier	calendar	range	valid	reason	stored	exported551	exported7	storedyear	storedvalid
BET GREGORIAN 6 SEP 1950/80 AND 8 SEP 836	BET GREGORIAN 6 SEP 1950/80 AND 8 SEP 836	1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET GREGORIAN 6 SEP 1950/80 AND 8 SEP 836	BET GREGORIAN 6 SEP 1950/80 AND 8 SEP 836	BET GREGORIAN 6 SEP 1950/80 AND 8 SEP 836	1950	false
BET GREGORIAN 6 SEP 1950/80 AND 8 SEP 836 B.C.	BET GREGORIAN 6 SEP 1950/80 AND 8 SEP 836 B.C.	1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET GREGORIAN 6 SEP 1950/80 AND 8 SEP 836 B.C.	BET GREGORIAN 6 SEP 1950/80 AND 8 SEP 836 B.C.	BET GREGORIAN 6 SEP 1950/80 AND 8 SEP 836 B.C.	1950	false
BET GREGORIAN 6 SEP 1950/80 AND 836	BET GREGORIAN 6 SEP 1950/80 AND 836	1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET GREGORIAN 6 SEP 1950/80 AND 836	BET GREGORIAN 6 SEP 1950/80 AND 836	BET GREGORIAN 6 SEP 1950/80 AND 836	1950	false
BET GREGORIAN 6 SEP 1950/80 AND 836 B.C.	BET GREGORIAN 6 SEP 1950/80 AND 836 B.C.	1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET GREGORIAN 6 SEP 1950/80 AND 836 B.C.	BET GREGORIAN 6 SEP 1950/80 AND 836 B.C.	BET GREGORIAN 6 SEP 1950/80 AND 836 B.C.	1950	false
BET GREGORIAN 6 SEP 1950/80 AND 836/7	BET GREGORIAN 6 SEP 1950/80 AND 836/7	1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET GREGORIAN 6 SEP 1950/80 AND 836/7	BET GREGORIAN 6 SEP 1950/80 AND 836/7	BET GREGORIAN 6 SEP 1950/80 AND 836/7	1950	false
BET GREGORIAN 6 SEP 1950/80 AND 836/7 B.C.	BET GREGORIAN 6 SEP 1950/80 AND 836/7 B.C.	1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET GREGORIAN 6 SEP 1950/80 AND 836/7 B.C.	BET GREGORIAN 6 SEP 1950/80 AND 836/7 B.C.	BET GREGORIAN 6 SEP 1950/80 AND 836/7 B.C.	1950	false
BET GREGORIAN 6 SEP 1950/80 AND 9 NOV 836/7	BET GREGORIAN 6 SEP 1950/80 AND 9 NOV 836/7	1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET GREGORIAN 6 SEP 1950/80 AND 9 NOV 836/7	BET GREGORIAN 6 SEP 1950/80 AND 9 NOV 836/7	BET GREGORIAN 6 SEP 1950/80 AND 9 NOV 836/7	1950	false
BET GREGORIAN 6 SEP 1950/80 AND 9 NOV 836/7 B.C.	BET GREGORIAN 6 SEP 1950/80 AND 9 NOV 836/7 B.C.	1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET GREGORIAN 6 SEP 1950/80 AND 9 NOV 836/7 B.C.	BET GREGORIAN 6 SEP 1950/80 AND 9 NOV 836/7 B.C.	BET GREGORIAN 6 SEP 1950/80 AND 9 NOV 836/7 B.C.	1950	false
BET GREGORIAN 6 SEP 1950/80 AND DEC 836	BET GREGORIAN 6 SEP 1950/80 AND DEC 836	1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET GREGORIAN 6 SEP 1950/80 AND DEC 836	BET GREGORIAN 6 SEP 1950/80 AND DEC 836	BET GREGORIAN 6 SEP 1950/80 AND DEC 836	1950	false
BET GREGORIAN 6 SEP 1950/80 AND DEC 836 B.C.	BET GREGORIAN 6 SEP 1950/80 AND DEC 836 B.C.	1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET GREGORIAN 6 SEP 1950/80 AND DEC 836 B.C.	BET GREGORIAN 6 SEP 1950/80 AND DEC 836 B.C.	BET GREGORIAN 6 SEP 1950/80 AND DEC 836 B.C.	1950	false
BET GREGORIAN 6 SEP 1950/80 AND FRENCH_R 7 FRUC 76	BET GREGORIAN 6 SEP 1950/80 AND FRENCH_R 7 FRUC 76	1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET GREGORIAN 6 SEP 1950/80 AND FRENCH_R 7 FRUC 76	BET GREGORIAN 6 SEP 1950/80 AND FRENCH_R 7 FRUC 76	BET GREGORIAN 6 SEP 1950/80 AND FRENCH_R 7 FRUC 76	1950	false
BET GREGORIAN 6 SEP 1950/80 AND FRENCH_R 85	BET GREGORIAN 6 SEP 1950/80 AND FRENCH_R 85	1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET GREGORIAN 6 SEP 1950/80 AND FRENCH_R 85	BET GREGORIAN 6 SEP 1950/80 AND FRENCH_R 85	BET GREGORIAN 6 SEP 1950/80 AND FRENCH_R 85	1950	false
BET GREGORIAN 6 SEP 1950/80 AND FRENCH_R PRAI 33	BET GREGORIAN 6 SEP 1950/80 AND FRENCH_R PRAI 33	1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET GREGORIAN 6 SEP 1950/80 AND FRENCH_R PRAI 33	BET GREGORIAN 6 SEP 1950/80 AND FRENCH_R PRAI 33	BET GREGORIAN 6 SEP 1950/80 AND FRENCH_R PRAI 33	1950	false
BET GREGORIAN 6 SEP 1950/80 AND GREGORIAN 836	BET GREGORIAN 6 SEP 1950/80 AND GREGORIAN 836	1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET 6 SEP 1950/80 AND 836	BET 6 SEP 1950/80 AND 836	BET 6 SEP 1950/80 AND 836	1950	false
BET GREGORIAN 6 SEP 1950/80 AND GREGORIAN 9 NOV 836/7	BET GREGORIAN 6 SEP 1950/80 AND GREGORIAN 9 NOV 836/7	1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET 6 SEP 1950/80 AND 9 NOV 836/7	BET 6 SEP 1950/80 AND 9 NOV 836/7	BET 6 SEP 1950/80 AND 9 NOV 836/7	1950	false
BET GREGORIAN 6 SEP 1950/80 AND GREGORIAN 9 NOV 836/7 B.C.	BET GREGORIAN 6 SEP 1950/80 AND GREGORIAN 9 NOV 836/7 B.C.	1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET 6 SEP 1950/80 AND 9 NOV 836/7 B.C.	BET 6 SEP 1950/80 AND 9 NOV 836/7 B.C.	BET 6 SEP 1950/80 AND 9 NOV 836/7 B.C.	1950	false
BET GREGORIAN 6 SEP 1950/80 AND GREGORIAN DEC 836	BET GREGORIAN 6 SEP 1950/80 AND GREGORIAN DEC 836	1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET 6 SEP 1950/80 AND DEC 836	BET 6 SEP 1950/80 AND DEC 836	BET 6 SEP 1950/80 AND DEC 836	1950	false
BET GREGORIAN 6 SEP 1950/80 AND GREGORIAN DEC 836 B.C.	BET GREGORIAN 6 SEP 1950/80 AND GREGORIAN DEC 836 B.C.	1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET 6 SEP 1950/80 AND DEC 836 B.C.	BET 6 SEP 1950/80 AND DEC 836 B.C.	BET 6 SEP 1950/80 AND DEC 836 B.C.	1950	false
BET GREGORIAN 6 SEP 1950/80 AND GREGORIAN JUN 836/7	BET GREGORIAN 6 SEP 1950/80 AND GREGORIAN JUN 836/7	1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET 6 SEP 1950/80 AND JUN 836/7	BET 6 SEP 1950/80 AND JUN 836/7	BET 6 SEP 1950/80 AND JUN 836/7	1950	false
BET GREGORIAN 6 SEP 1950/80 AND GREGORIAN JUN 836/7 B.C.	BET GREGORIAN 6 SEP 1950/80 AND GREGORIAN JUN 836/7 B.C.	1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET 6 SEP 1950/80 AND JUN 836/7 B.C.	BET 6 SEP 1950/80 AND JUN 836/7 B.C.	BET 6 SEP 1950/80 AND JUN 836/7 B.C.	1950	false
BET GREGORIAN 6 SEP 1950/80 AND HEBREW 4 ADR 97	BET GREGORIAN 6 SEP 1950/80 AND HEBREW 4 ADR 97	1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET GREGORIAN 6 SEP 1950/80 AND HEBREW 4 ADR 97	BET GREGORIAN 6 SEP 1950/80 AND HEBREW 4 ADR 97	BET GREGORIAN 6 SEP 1950/80 AND HEBREW 4 ADR 97	1950	false
BET GREGORIAN 6 SEP 1950/80 AND HEBREW 42	BET GREGORIAN 6 SEP 1950/80 AND HEBREW 42	1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET GREGORIAN 6 SEP 1950/80 AND HEBREW 42	BET GREGORIAN 6 SEP 1950/80 AND HEBREW 42	BET GREGORIAN 6 SEP 1950/80 AND HEBREW 42	1950	false
BET GREGORIAN 6 SEP 1950/80 AND HEBREW TVT 17	BET GREGORIAN 6 SEP 1950/80 AND HEBREW TVT 17	1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET GREGORIAN 6 SEP 1950/80 AND HEBREW TVT 17	BET GREGORIAN 6 SEP 1950/80 AND HEBREW TVT 17	BET GREGORIAN 6 SEP 1950/80 AND HEBREW TVT 17	1950	false
BET GREGORIAN 6 SEP 1950/80 AND JULIAN 8 SEP 836	BET GREGORIAN 6 SEP 1950/80 AND JULIAN 8 SEP 836	1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET GREGORIAN 6 SEP 1950/80 AND JULIAN 8 SEP 836	BET GREGORIAN 6 SEP 1950/80 AND JULIAN 8 SEP 836	BET GREGORIAN 6 SEP 1950/80 AND JULIAN 8 SEP 836	1950	false
BET GREGORIAN 6 SEP 1950/80 AND JULIAN 8 SEP 836 B.C.	BET GREGORIAN 6 SEP 1950/80 AND JULIAN 8 SEP 836 B.C.	1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET GREGORIAN 6 SEP 1950/80 AND JULIAN 8 SEP 836 B.C.	BET GREGORIAN 6 SEP 1950/80 AND JULIAN 8 SEP 836 B.C.	BET GREGORIAN 6 SEP 1950/80 AND JULIAN 8 SEP 836 B.C.	1950	false
BET GREGORIAN 6 SEP 1950/80 AND JULIAN 836 B.C.	BET GREGORIAN 6 SEP 1950/80 AND JULIAN 836 B.C.	1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET GREGORIAN 6 SEP 1950/80 AND JULIAN 836 B.C.	BET GREGORIAN 6 SEP 1950/80 AND JULIAN 836 B.C.	BET GREGORIAN 6 SEP 1950/80 AND JULIAN 836 B.C.	1950	false
BET GREGORIAN 6 SEP 1950/80 AND JULIAN 836/7	BET GREGORIAN 6 SEP 1950/80 AND JULIAN 836/7	1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET GREGORIAN 6 SEP 1950/80 AND JULIAN 836/7	BET GREGORIAN 6 SEP 1950/80 AND JULIAN 836/7	BET GREGORIAN 6 SEP 1950/80 AND JULIAN 836/7	1950	false
BET GREGORIAN 6 SEP 1950/80 AND JULIAN 836/7 B.C.	BET GREGORIAN 6 SEP 1950/80 AND JULIAN 836/7 B.C.	1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET GREGORIAN 6 SEP 1950/80 AND JULIAN 836/7 B.C.	BET GREGORIAN 6 SEP 1950/80 AND JULIAN 836/7 B.C.	BET GREGORIAN 6 SEP 1950/80 AND JULIAN 836/7 B.C.	1950	false
BET GREGORIAN 6 SEP 1950/80 AND JUN 836/7	BET GREGORIAN 6 SEP 1950/80 AND JUN 836/7	1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET GREGORIAN 6 SEP 1950/80 AND JUN 836/7	BET GREGORIAN 6 SEP 1950/80 AND JUN 836/7	BET GREGORIAN 6 SEP 1950/80 AND JUN 836/7	1950	false
BET GREGORIAN 6 SEP 1950/80 AND JUN 836/7 B.C.	BET GREGORIAN 6 SEP 1950/80 AND JUN 836/7 B.C.	1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET GREGORIAN 6 SEP 1950/80 AND JUN 836/7 B.C.	BET GREGORIAN 6 SEP 1950/80 AND JUN 836/7 B.C.	BET GREGORIAN 6 SEP 1950/80 AND JUN 836/7 B.C.	1950	false
BET GREGORIAN 6 SEP 1950/80 AND ROMAN _MONTH 28	BET GREGORIAN 6 SEP 1950/80 AND ROMAN _MONTH 28	1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET GREGORIAN 6 SEP 1950/80 AND ROMAN _MONTH 28	BET GREGORIAN 6 SEP 1950/80 AND ROMAN _MONTH 28	BET GREGORIAN 6 SEP 1950/80 AND ROMAN _MONTH 28	1950	false
BET GREGORIAN 6 SEP 1950/80 AND ROMAN 18 _MONTH 94	BET GREGORIAN 6 SEP 1950/80 AND ROMAN 18 _MONTH 94	1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET GREGORIAN 6 SEP 1950/80 AND ROMAN 18 _MONTH 94	BET GREGORIAN 6 SEP 1950/80 AND ROMAN 18 _MONTH 94	BET GREGORIAN 6 SEP 1950/80 AND ROMAN 18 _MONTH 94	1950	false
BET GREGORIAN 6 SEP 1950/80 AND ROMAN 6	BET GREGORIAN 6 SEP 1950/80 AND ROMAN 6	1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET GREGORIAN 6 SEP 1950/80 AND ROMAN 6	BET GREGORIAN 6 SEP 1950/80 AND ROMAN 6	BET GREGORIAN 6 SEP 1950/80 AND ROMAN 6	1950	false
BET GREGORIAN 6 SEP 1950/80 AND UNKNOWN _MONTH 1	BET GREGORIAN 6 SEP 1950/80 AND UNKNOWN _MONTH 1	1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET GREGORIAN 6 SEP 1950/80 AND UNKNOWN _MONTH 1	BET GREGORIAN 6 SEP 1950/80 AND UNKNOWN _MONTH 1	BET GREGORIAN 6 SEP 1950/80 AND UNKNOWN _MONTH 1	1950	false
BET GREGORIAN 6 SEP 1950/80 AND UNKNOWN 14 _MONTH 60	BET GREGORIAN 6 SEP 1950/80 AND UNKNOWN 14 _MONTH 60	1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET GREGORIAN 6 SEP 1950/80 AND UNKNOWN 14 _MONTH 60	BET GREGORIAN 6 SEP 1950/80 AND UNKNOWN 14 _MONTH 60	BET GREGORIAN 6 SEP 1950/80 AND UNKNOWN 14 _MONTH 60	1950	false
BET GREGORIAN 6 SEP 1950/80 AND UNKNOWN 43	BET GREGORIAN 6 SEP 1950/80 AND UNKNOWN 43	1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET GREGORIAN 6 SEP 1950/80 AND UNKNOWN 43	BET GREGORIAN 6 SEP 1950/80 AND UNKNOWN 43	BET GREGORIAN 6 SEP 1950/80 AND UNKNOWN 43	1950	false
BET GREGORIAN 6 SEP 1950/80 B.C. AND 1 JUN 561	BET GREGORIAN 6 SEP 1950/80 B.C. AND 1 JUN 561	-1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET GREGORIAN 6 SEP 1950/80 B.C. AND 1 JUN 561	BET GREGORIAN 6 SEP 1950/80 B.C. AND 1 JUN 561	BET GREGORIAN 6 SEP 1950/80 B.C. AND 1 JUN 561	-1950	false
BET GREGORIAN 6 SEP 1950/80 B.C. AND 1 JUN 561 B.C.	BET GREGORIAN 6 SEP 1950/80 B.C. AND 1 JUN 561 B.C.	-1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET GREGORIAN 6 SEP 1950/80 B.C. AND 1 JUN 561 B.C.	BET GREGORIAN 6 SEP 1950/80 B.C. AND 1 JUN 561 B.C.	BET GREGORIAN 6 SEP 1950/80 B.C. AND 1 JUN 561 B.C.	-1950	false
BET GREGORIAN 6 SEP 1950/80 B.C. AND 561	BET GREGORIAN 6 SEP 1950/80 B.C. AND 561	-1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET GREGORIAN 6 SEP 1950/80 B.C. AND 561	BET GREGORIAN 6 SEP 1950/80 B.C. AND 561	BET GREGORIAN 6 SEP 1950/80 B.C. AND 561	-1950	false
BET GREGORIAN 6 SEP 1950/80 B.C. AND 561 B.C.	BET GREGORIAN 6 SEP 1950/80 B.C. AND 561 B.C.	-1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET GREGORIAN 6 SEP 1950/80 B.C. AND 561 B.C.	BET GREGORIAN 6 SEP 1950/80 B.C. AND 561 B.C.	BET GREGORIAN 6 SEP 1950/80 B.C. AND 561 B.C.	-1950	false
BET GREGORIAN 6 SEP 1950/80 B.C. AND 561/57	BET GREGORIAN 6 SEP 1950/80 B.C. AND 561/57	-1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET GREGORIAN 6 SEP 1950/80 B.C. AND 561/57	BET GREGORIAN 6 SEP 1950/80 B.C. AND 561/57	BET GREGORIAN 6 SEP 1950/80 B.C. AND 561/57	-1950	false
BET GREGORIAN 6 SEP 1950/80 B.C. AND 561/57 B.C.	BET GREGORIAN 6 SEP 1950/80 B.C. AND 561/57 B.C.	-1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET GREGORIAN 6 SEP 1950/80 B.C. AND 561/57 B.C.	BET GREGORIAN 6 SEP 1950/80 B.C. AND 561/57 B.C.	BET GREGORIAN 6 SEP 1950/80 B.C. AND 561/57 B.C.	-1950	false
BET GREGORIAN 6 SEP 1950/80 B.C. AND 6 JAN 561/57	BET GREGORIAN 6 SEP 1950/80 B.C. AND 6 JAN 561/57	-1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET GREGORIAN 6 SEP 1950/80 B.C. AND 6 JAN 561/57	BET GREGORIAN 6 SEP 1950/80 B.C. AND 6 JAN 561/57	BET GREGORIAN 6 SEP 1950/80 B.C. AND 6 JAN 561/57	-1950	false
BET GREGORIAN 6 SEP 1950/80 B.C. AND 6 JAN 561/57 B.C.	BET GREGORIAN 6 SEP 1950/80 B.C. AND 6 JAN 561/57 B.C.	-1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET GREGORIAN 6 SEP 1950/80 B.C. AND 6 JAN 561/57 B.C.	BET GREGORIAN 6 SEP 1950/80 B.C. AND 6 JAN 561/57 B.C.	BET GREGORIAN 6 SEP 1950/80 B.C. AND 6 JAN 561/57 B.C.	-1950	false
BET GREGORIAN 6 SEP 1950/80 B.C. AND APR 561/57	BET GREGORIAN 6 SEP 1950/80 B.C. AND APR 561/57	-1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET GREGORIAN 6 SEP 1950/80 B.C. AND APR 561/57	BET GREGORIAN 6 SEP 1950/80 B.C. AND APR 561/57	BET GREGORIAN 6 SEP 1950/80 B.C. AND APR 561/57	-1950	false
BET GREGORIAN 6 SEP 1950/80 B.C. AND APR 561/57 B.C.	BET GREGORIAN 6 SEP 1950/80 B.C. AND APR 561/57 B.C.	-1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET GREGORIAN 6 SEP 1950/80 B.C. AND APR 561/57 B.C.	BET GREGORIAN 6 SEP 1950/80 B.C. AND APR 561/57 B.C.	BET GREGORIAN 6 SEP 1950/80 B.C. AND APR 561/57 B.C.	-1950	false
BET GREGORIAN 6 SEP 1950/80 B.C. AND FEB 561	BET GREGORIAN 6 SEP 1950/80 B.C. AND FEB 561	-1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET GREGORIAN 6 SEP 1950/80 B.C. AND FEB 561	BET GREGORIAN 6 SEP 1950/80 B.C. AND FEB 561	BET GREGORIAN 6 SEP 1950/80 B.C. AND FEB 561	-1950	false
BET GREGORIAN 6 SEP 1950/80 B.C. AND FEB 561 B.C.	BET GREGORIAN 6 SEP 1950/80 B.C. AND FEB 561 B.C.	-1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET GREGORIAN 6 SEP 1950/80 B.C. AND FEB 561 B.C.	BET GREGORIAN 6 SEP 1950/80 B.C. AND FEB 561 B.C.	BET GREGORIAN 6 SEP 1950/80 B.C. AND FEB 561 B.C.	-1950	false
BET GREGORIAN 6 SEP 1950/80 B.C. AND FRENCH_R 4	BET GREGORIAN 6 SEP 1950/80 B.C. AND FRENCH_R 4	-1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET GREGORIAN 6 SEP 1950/80 B.C. AND FRENCH_R 4	BET GREGORIAN 6 SEP 1950/80 B.C. AND FRENCH_R 4	BET GREGORIAN 6 SEP 1950/80 B.C. AND FRENCH_R 4	-1950	false
BET GREGORIAN 6 SEP 1950/80 B.C. AND FRENCH_R 6 VENT 21	BET GREGORIAN 6 SEP 1950/80 B.C. AND FRENCH_R 6 VENT 21	-1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET GREGORIAN 6 SEP 1950/80 B.C. AND FRENCH_R 6 VENT 21	BET GREGORIAN 6 SEP 1950/80 B.C. AND FRENCH_R 6 VENT 21	BET GREGORIAN 6 SEP 1950/80 B.C. AND FRENCH_R 6 VENT 21	-1950	false
BET GREGORIAN 6 SEP 1950/80 B.C. AND FRENCH_R COMP 39	BET GREGORIAN 6 SEP 1950/80 B.C. AND FRENCH_R COMP 39	-1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET GREGORIAN 6 SEP 1950/80 B.C. AND FRENCH_R COMP 39	BET GREGORIAN 6 SEP 1950/80 B.C. AND FRENCH_R COMP 39	BET GREGORIAN 6 SEP 1950/80 B.C. AND FRENCH_R COMP 39	-1950	false
BET GREGORIAN 6 SEP 1950/80 B.C. AND GREGORIAN 1 JUN 561	BET GREGORIAN 6 SEP 1950/80 B.C. AND GREGORIAN 1 JUN 561	-1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET 6 SEP 1950/80 B.C. AND 1 JUN 561	BET 6 SEP 1950/80 B.C. AND 1 JUN 561	BET 6 SEP 1950/80 B.C. AND 1 JUN 561	-1950	false
BET GREGORIAN 6 SEP 1950/80 B.C. AND GREGORIAN 1 JUN 561 B.C.	BET GREGORIAN 6 SEP 1950/80 B.C. AND GREGORIAN 1 JUN 561 B.C.	-1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET 6 SEP 1950/80 B.C. AND 1 JUN 561 B.C.	BET 6 SEP 1950/80 B.C. AND 1 JUN 561 B.C.	BET 6 SEP 1950/80 B.C. AND 1 JUN 561 B.C.	-1950	false
BET GREGORIAN 6 SEP 1950/80 B.C. AND GREGORIAN 561 B.C.	BET GREGORIAN 6 SEP 1950/80 B.C. AND GREGORIAN 561 B.C.	-1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET 6 SEP 1950/80 B.C. AND 561 B.C.	BET 6 SEP 1950/80 B.C. AND 561 B.C.	BET 6 SEP 1950/80 B.C. AND 561 B.C.	-1950	false
BET GREGORIAN 6 SEP 1950/80 B.C. AND GREGORIAN 561/57	BET GREGORIAN 6 SEP 1950/80 B.C. AND GREGORIAN 561/57	-1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET 6 SEP 1950/80 B.C. AND 561/57	BET 6 SEP 1950/80 B.C. AND 561/57	BET 6 SEP 1950/80 B.C. AND 561/57	-1950	false
BET GREGORIAN 6 SEP 1950/80 B.C. AND GREGORIAN 561/57 B.C.	BET GREGORIAN 6 SEP 1950/80 B.C. AND GREGORIAN 561/57 B.C.	-1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET 6 SEP 1950/80 B.C. AND 561/57 B.C.	BET 6 SEP 1950/80 B.C. AND 561/57 B.C.	BET 6 SEP 1950/80 B.C. AND 561/57 B.C.	-1950	false
BET GREGORIAN 6 SEP 1950/80 B.C. AND GREGORIAN FEB 561	BET GREGORIAN 6 SEP 1950/80 B.C. AND GREGORIAN FEB 561	-1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET 6 SEP 1950/80 B.C. AND FEB 561	BET 6 SEP 1950/80 B.C. AND FEB 561	BET 6 SEP 1950/80 B.C. AND FEB 561	-1950	false
BET GREGORIAN 6 SEP 1950/80 B.C. AND HEBREW 10 SVN 50	BET GREGORIAN 6 SEP 1950/80 B.C. AND HEBREW 10 SVN 50	-1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET GREGORIAN 6 SEP 1950/80 B.C. AND HEBREW 10 SVN 50	BET GREGORIAN 6 SEP 1950/80 B.C. AND HEBREW 10 SVN 50	BET GREGORIAN 6 SEP 1950/80 B.C. AND HEBREW 10 SVN 50	-1950	false
BET GREGORIAN 6 SEP 1950/80 B.C. AND HEBREW 66	BET GREGORIAN 6 SEP 1950/80 B.C. AND HEBREW 66	-1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET GREGORIAN 6 SEP 1950/80 B.C. AND HEBREW 66	BET GREGORIAN 6 SEP 1950/80 B.C. AND HEBREW 66	BET GREGORIAN 6 SEP 1950/80 B.C. AND HEBREW 66	-1950	false
BET GREGORIAN 6 SEP 1950/80 B.C. AND HEBREW TSH 3	BET GREGORIAN 6 SEP 1950/80 B.C. AND HEBREW TSH 3	-1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET GREGORIAN 6 SEP 1950/80 B.C. AND HEBREW TSH 3	BET GREGORIAN 6 SEP 1950/80 B.C. AND HEBREW TSH 3	BET GREGORIAN 6 SEP 1950/80 B.C. AND HEBREW TSH 3	-1950	false
BET GREGORIAN 6 SEP 1950/80 B.C. AND JULIAN 561	BET GREGORIAN 6 SEP 1950/80 B.C. AND JULIAN 561	-1950	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	BET GREGORIAN 6 SEP 1950/80 B.C. AND JULIAN 561	BET GREGORIAN 6 SEP 1950/80 B.C. AND JULIAN 561	BET GREGORIAN 6 SEP 1950/80 B.C. AND JULIAN 561	-1950	false
